Species,Increasing.Rank.Min,Decreasing.Rank.Min,Increasing.Rank.Max,Decreasing.Rank.Max,Increasing.Rank.Average,Decreasing.Rank.Average,Decre.maxRank.P,Decre.aveRank.P,Incre.aveRank.P,Decre.minRank.P,Decre.minRank.P.FDR,Decre.maxRank.P.FDR,Decre.aveRank.P.FDR,Ctlmean,Dismean,Shape,Label,Label2,Origin
Pathway312,72,9930,72,9930,72,9930,0.99290071,0.99290071,0.00720 ,0.99290071,0.99980002,1,0.99980002,0.000543904,0.000497688,B,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II,,PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.
Pathway464,69,9933,69,9933,69,9933,0.99320068,0.99320068,0.00690 ,0.99320068,0.99980002,1,0.99980002,0.00024819,0.000206501,B,,,PWY0.1296..purine.ribonucleosides.degradation
Pathway426,57,9945,57,9945,57,9945,0.99440056,0.99440056,0.00570 ,0.99440056,0.99980002,1,0.99980002,0.000239557,0.000196653,B,,,PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.
Pathway536,56,9946,56,9946,56,9946,0.99450055,0.99450055,0.00560 ,0.99450055,0.99980002,1,0.99980002,0.000597391,0.000542635,B,L-valine biosynthesis,,VALSYN.PWY..L.valine.biosynthesis
Pathway467,42,9960,42,9960,42,9960,0.99590041,0.99590041,0.00420 ,0.99590041,0.99980002,1,0.99980002,0.000405029,0.000347392,B,CDP-diacylglycerol biosynthesis II,CDP-diacylglycerol biosynthesis II,PWY0.1319..CDP.diacylglycerol.biosynthesis.II
Pathway175,38,9964,38,9964,38,9964,0.99630037,0.99630037,0.00380 ,0.99630037,0.99980002,1,0.99980002,0.000471205,0.000412247,B,,L-lysine biosynthesis VI,PWY.5097..L.lysine.biosynthesis.VI
Pathway95,38,9964,38,9964,38,9964,0.99630037,0.99630037,0.00380 ,0.99630037,0.99980002,1,0.99980002,0.000461739,0.000405025,B,,,NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I
Pathway223,32,9970,32,9970,32,9970,0.99690031,0.99690031,0.00320 ,0.99690031,0.99980002,1,0.99980002,0.000454817,0.00039876,B,CDP-diacylglycerol biosynthesis I ,CDP-diacylglycerol biosynthesis I ,PWY.5667..CDP.diacylglycerol.biosynthesis.I
Pathway227,32,9970,32,9970,32,9970,0.99690031,0.99690031,0.00320 ,0.99690031,0.99980002,1,0.99980002,0.000612807,0.000562,B,,UMP biosynthesis,PWY.5686..UMP.biosynthesis
Pathway97,32,9970,32,9970,32,9970,0.99690031,0.99690031,0.00320 ,0.99690031,0.99980002,1,0.99980002,0.000114233,8.17E-05,B,,,OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.
Pathway275,25,9977,25,9977,25,9977,0.99760024,0.99760024,0.00250 ,0.99760024,0.99980002,1,0.99980002,4.08E-05,1.35E-05,B,IMP biosynthesis I,IMP biosynthesis I,PWY.6123..inosine.5..phosphate.biosynthesis.I
Pathway285,25,9977,25,9977,25,9977,0.99760024,0.99760024,0.00250 ,0.99760024,0.99980002,1,0.99980002,0.000417904,0.000354682,B,Chorismate  biosynthesis,Chorismate biosynthesis,PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate
Pathway403,25,9977,25,9977,25,9977,0.99760024,0.99760024,0.00250 ,0.99760024,0.99980002,1,0.99980002,1.75E-05,5.97E-06,B,IMP biosynthesis III,IMP biosynthesis III,PWY.7234..inosine.5..phosphate.biosynthesis.III
Pathway276,22,9979,23,9980,22.5,9979.5,0.99790021,0.997850215,0.00225 ,0.99780022,0.99980002,1,0.99980002,3.65E-05,1.17E-05,B,IMP biosynthesis  II,IMP biosynthesis  II,PWY.6124..inosine.5..phosphate.biosynthesis.II
Pathway26,22,9980,22,9980,22,9980,0.99790021,0.99790021,0.00220 ,0.99790021,0.99980002,1,0.99980002,0.000458754,0.000402152,B,,coenzyme A biosynthesis II,COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.
Pathway21,18,9984,18,9984,18,9984,0.99830017,0.99830017,0.00180 ,0.99830017,0.99980002,1,0.99980002,0.00047664,0.00043633,A,,,CALVIN.PWY..Calvin.Benson.Bassham.cycle
Pathway306,17,9985,17,9985,17,9985,0.99840016,0.99840016,0.00170 ,0.99840016,0.99980002,1,0.99980002,0.000228172,0.000176404,B,,galactose degradation I,PWY.6317..galactose.degradation.I..Leloir.pathway.
Pathway378,13,9989,13,9989,13,9989,0.99880012,0.99880012,0.00130 ,0.99880012,0.99980002,1,0.99980002,0.000665718,0.000595533,A,,,PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.
Pathway502,13,9989,13,9989,13,9989,0.99880012,0.99880012,0.00130 ,0.99880012,0.99980002,1,0.99980002,0.000268884,0.0002137,B,,D galactose degradation V,PWY66.422..D.galactose.degradation.V..Leloir.pathway.
Pathway16,12,9990,12,9990,12,9990,0.99890011,0.99890011,0.00120 ,0.99890011,0.99980002,1,0.99980002,0.000473847,0.000406721,A,,,ARO.PWY..chorismate.biosynthesis.I
Pathway30,11,9991,11,9991,11,9991,0.9990001,0.9990001,0.00110 ,0.9990001,0.99980002,1,0.99980002,0.000458265,0.00039151,A,,,COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis
Pathway350,10,9992,10,9992,10,9992,0.99910009,0.99910009,0.00100 ,0.99910009,0.99980002,1,0.99980002,0.000517189,0.000412108,A,,,PWY.6737..starch.degradation.V
Pathway96,10,9992,10,9992,10,9992,0.99910009,0.99910009,0.00100 ,0.99910009,0.99980002,1,0.99980002,0.000388095,0.000318006,A,,,NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.
Pathway324,9,9993,9,9993,9,9993,0.99920008,0.99920008,0.00090 ,0.99920008,0.99980002,1,0.99980002,0.000206782,0.000158916,A,,,PWY.6527..stachyose.degradation
Pathway284,8,9994,8,9994,8,9994,0.99930007,0.99930007,0.00080 ,0.99930007,0.99980002,1,0.99980002,0.000420474,0.000335294,A,,,PWY.6151..S.adenosyl.L.methionine.cycle.I
Pathway73,6,9996,6,9996,6,9996,0.99950005,0.99950005,0.00060 ,0.99950005,0.99980002,1,0.99980002,0.000203881,0.000164315,B,,L histidine biosynthesis,HISTSYN.PWY..L.histidine.biosynthesis
Pathway77,4,9998,4,9998,4,9998,0.99970003,0.99970003,0.00040 ,0.99970003,0.99980002,1,0.99980002,0.000656073,0.000597525,B,L-isoleucine biosynthesis I,,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.
Pathway292,3,9999,3,9999,3,9999,0.99980002,0.99980002,0.00030 ,0.99980002,0.99980002,1,0.99980002,0.000195784,0.000147071,B,Sucrose degradation III,,PWY.621..sucrose.degradation.III..sucrose.invertase.
